0.1,1,0.5
0.1,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-7.02062,1.42996,0.226488,-0.00199014,0.226497,0.226497,0.225434,0.0219109,0.226461,0.0040149,0.183159,0.133242,0,0,0,0.333333,0.333333,0.333333
0.2,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-7.00001,1.42095,0.399225,-0.0102379,0.39943,0.39943,0.396908,0.0448215,0.39935,0.00803269,0.321558,0.236949,0.120915,0.122003,0.0916706,0.361384,0.364635,0.27398
0.3,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.81568,1.40349,0.539486,-0.012251,0.539706,0.539706,0.530496,0.0992829,0.539527,0.0139013,0.421095,0.337582,0.135417,0.139208,0.066717,0.396719,0.407826,0.195455
0.4,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.73672,1.4072,0.651137,-0.00990248,0.651381,0.651381,0.637155,0.135391,0.651173,0.0164804,0.501784,0.415344,0.153875,0.169473,0.0384226,0.425339,0.468454,0.106207
0.5,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.65073,1.40338,0.741612,-0.0266453,0.743393,0.743393,0.716695,0.197437,0.743123,0.0200519,0.577009,0.445484,0.165802,0.208626,0.0175071,0.423034,0.532298,0.0446683
0.6,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.61688,1.3809,0.588554,-0.0439363,0.592815,0.743393,0.554915,0.208566,0.592481,0.0198948,0.443788,0.393042,0.140242,0.219151,0.0114698,0.37815,0.590922,0.0309274
0.7,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.61788,1.3798,0.488952,-0.0508988,0.494581,0.743393,0.462613,0.174928,0.494297,0.0167465,0.370231,0.327932,0.125094,0.246364,0.00780241,0.329836,0.649591,0.0205727
0.8,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.59764,1.38852,0.447642,-0.0677411,0.455038,0.743393,0.426129,0.159605,0.454811,0.0143729,0.339906,0.302529,0.111019,0.268896,0.00513217,0.288325,0.698346,0.0133287
0.9,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.45814,1.44787,0.430551,-0.059405,0.438523,0.743393,0.416478,0.13729,0.438472,0.00674633,0.322352,0.297308,0.0982426,0.285335,0.00334121,0.25391,0.737454,0.00863544
1,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.38493,1.47826,0.419586,-0.0308782,0.42689,0.743393,0.413557,0.10586,0.426881,0.00279957,0.310811,0.292629,0.0892939,0.293185,0.00216544,0.232147,0.762223,0.00562972
1.1,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.33438,1.50331,0.405677,0.0282457,0.422597,0.743393,0.3438,-0.0330997,0.422597,-0.000428498,0.305853,0.29162,0.0843621,0.283862,0.0014873,0.228184,0.767794,0.00402287
1.2,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.2798,1.58072,0.370772,0.10381,0.41934,0.743393,0.031149,-0.263146,0.419208,-0.0105422,0.305604,0.287145,0.0776469,0.268252,0.00124844,0.223671,0.772732,0.00359628
1.3,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.27899,1.61123,0.305615,0.172911,0.379161,0.743393,0.0218533,-0.238768,0.378934,-0.0131346,0.278573,0.257216,0.0339064,0.300929,0.0016506,0.100766,0.894328,0.00490542
1.4,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.26795,1.62445,0.238597,0.198663,0.329675,0.743393,-0.0246986,-0.226396,0.329425,-0.0128198,0.242416,0.223428,0.0186145,0.312106,0.00228733,0.0558982,0.937233,0.00686872
1.5,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.25825,1.60453,0.157465,0.198948,0.261473,0.743393,-0.0920891,-0.234322,0.261333,-0.00856807,0.190742,0.178846,0.011763,0.309386,0.00315588,0.0362714,0.953997,0.00973122
1.6,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.24643,1.56352,0.103039,0.121183,0.228111,0.743393,-0.147062,-0.174377,0.228065,-0.00456068,0.164012,0.158539,0.00781582,0.345499,0.00411007,0.021867,0.966634,0.0114991
1.7,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.23449,1.5177,0.0695609,0.0254702,0.192345,0.743393,-0.185686,-0.0501699,0.192342,-0.00107583,0.136092,0.135925,0.00588362,0.354928,0.00418287,0.0161198,0.97242,0.0114601
1.8,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.22372,1.50057,0.0400326,-0.0565316,0.163832,0.743393,-0.163827,-0.00122432,0.163832,-2.96139e-05,0.11501,0.116677,0.00519557,0.345202,0.00369814,0.0146728,0.974883,0.0104439
1.9,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.22373,1.48901,0.0179137,-0.133325,0.158877,0.743393,-0.157253,0.0226591,0.158876,0.000553646,0.111169,0.113505,0.00491875,0.345021,0.0032466,0.0139268,0.976881,0.00919233
2,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.22417,1.48172,0.0231384,-0.172205,0.173753,0.743393,-0.168914,0.0407194,0.17375,0.00100697,0.121344,0.124361,0.00450492,0.35361,0.00289145,0.0124788,0.979512,0.0080094
2.1,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.22269,1.48845,0.0157969,-0.155788,0.157111,0.743393,-0.155387,0.0232144,0.15711,0.000575577,0.109884,0.112292,0.00403312,0.355424,0.00251449,0.0111421,0.981911,0.00694666
2.2,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.22696,1.49451,0.0609095,-0.115033,0.171589,0.743393,-0.171107,0.012861,0.171589,0.000298393,0.120362,0.122294,0.00336322,0.364572,0.00227061,0.00908474,0.984782,0.00613337
2.3,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.22581,1.49449,0.0683102,-0.0446116,0.179936,0.743393,-0.179442,0.0133268,0.179936,0.000314164,0.126175,0.128285,0.00270626,0.359959,0.00206441,0.00741991,0.98692,0.00566012
2.4,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.21727,1.5217,0.0707119,0.0128134,0.157993,0.743393,-0.152824,-0.0400854,0.157989,-0.00108932,0.11137,0.112065,0.00216276,0.353478,0.00198306,0.00604756,0.988407,0.0055451
2.5,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.21629,1.5077,0.0730893,0.0578697,0.15014,0.743393,-0.149509,-0.0137524,0.15014,-0.000367439,0.105386,0.106938,0.00170182,0.349581,0.00202348,0.00481685,0.989456,0.00572726
2.6,2,1,1,3,-6.3,1.5,-3.07,1.5,-4.45,3.3,-6.19958,1.51456,0.117149,0.107053,0.178664,0.743393,-0.176815,-0.0256365,0.178662,-0.000831201,0.125046,0.127609,0.00124728,0.35543,0.00218691,0.00347563,0.99043,0.00609399
