0.1,1,0.5
0
0.1
0.2
0.3
0.4
0.5
0.6
0.7
0.8
0.9
1
1.1
1.2
1.3
1.4
1.5
1.6
1.7
1.8
1.9
2
2.1
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1,-7.07563,0.48649,0,0,0.333058,0.334138,0.332804
3.2,-7.07563,0.48649,-0.00418911,0.0769113,0.333901,0.332001,0.334098
3.3,-7.07781,0.483863,-0.00615015,0.474425,0.333543,0.332836,0.333621
3.4,-7.0768,0.501233,-0.00705405,0.655881,0.333825,0.332503,0.333671
3.5,-7.07903,0.572387,-0.00209915,0.872087,0.334179,0.331823,0.333998
3.6,-7.08136,0.629763,0.00454957,1.00604,0.334408,0.331275,0.334317
3.7,-7.07995,0.703403,0.0060113,0.95133,0.334322,0.33134,0.334338
3.8,-7.0777,0.766452,0.00539635,1.05212,0.334196,0.331508,0.334296
3.9,-7.07948,0.943734,0.0110372,1.05759,0.334048,0.331778,0.334174
4,-7.07836,1.01558,0.0112358,1.03394,0.333934,0.332014,0.334052
4.1,-7.07775,1.1654,0.292266,0.981637,0.334292,0.332659,0.333049
4.2,-7.06807,1.24676,0.502931,0.877572,0.334523,0.3335,0.331977
4.3,-7.04634,1.31663,0.737611,0.743866,0.334528,0.333821,0.331651
4.4,-6.9587,1.43165,0.898253,0.413428,0.333851,0.333069,0.333079
4.5,-6.89917,1.47271,0.869891,0.248145,0.3327,0.331846,0.335454
4.6,-6.83641,1.50385,0.775101,0.0797658,0.332791,0.332023,0.335185
4.7,-6.71817,1.52963,0.608914,-0.210652,0.333054,0.332185,0.334762
4.8,-6.65949,1.52766,0.612775,-0.332289,0.333514,0.332579,0.333907
4.9,-6.61501,1.51408,0.664056,-0.425113,0.333767,0.332833,0.3334
5,-6.52059,1.45589,0.843504,-0.417766,0.331528,0.330033,0.338439
5.1,-6.46764,1.42218,0.8508,-0.332651,0.333286,0.334833,0.331881
5.2,-6.40801,1.39367,0.80617,-0.185941,0.331165,0.333979,0.334856
5.3,-6.28116,1.35445,0.506542,0.184823,0.339653,0.30626,0.354086
5.4,-6.22783,1.35717,0.309526,0.413472,0.317273,0.369652,0.313075
5.5,-6.19165,1.37708,0.110973,0.582519,0.335953,0.32799,0.336057
5.6,-6.16577,1.44722,-0.16511,0.736348,0.335815,0.333176,0.331008
5.7,-6.16945,1.49722,-0.230449,0.712555,0.334379,0.333715,0.331905
5.8,-6.18174,1.55235,-0.239581,0.628329,0.362445,0.319015,0.318539
5.9,-6.22426,1.66921,-0.228327,0.376096,0.337849,0.322969,0.339182
6,-6.237,1.70087,-0.2002,0.226974,0.318044,0.317627,0.364329
6.1,-6.26601,1.74105,-0.106081,-0.0321038,0.311888,0.375334,0.312778
6.2,-6.27441,1.74964,-0.0459202,-0.130296,0.325013,0.350062,0.324925
6.3,-6.27976,1.75246,0.0100053,-0.215703,0.345154,0.325063,0.329783
6.4,-6.28582,1.73447,0.0849198,-0.258787,0.479195,0.250926,0.269879
6.5,-6.28002,1.71347,0.103448,-0.231094,0.46023,0.25891,0.280859
6.6,-6.27069,1.68463,0.127323,-0.141729,0.353012,0.311492,0.335497
6.7,-6.26342,1.67247,0.147213,-0.0959403,0.341708,0.319043,0.339249
6.8,-6.25833,1.66036,0.153485,-0.0643148,0.337534,0.327724,0.334742
6.9,-6.24992,1.65038,0.143181,-0.0508861,0.337745,0.335373,0.326883
7,-6.2201,1.6391,0.0875648,-0.116992,0.344867,0.325085,0.330048
7.1,-6.21391,1.63519,0.0526188,-0.179415,0.353324,0.317872,0.328804
7.2,-6.21149,1.62198,-0.0128298,-0.375837,0.378256,0.306455,0.315289
7.3,-6.21072,1.59936,-0.0360004,-0.466452,0.335517,0.328966,0.335517
7.4,-6.2135,1.57355,-0.0488801,-0.52088,0.334762,0.330476,0.334762
7.5,-6.22446,1.50077,-0.0440818,-0.475469,0.334343,0.33131,0.334346
7.6,-6.22876,1.45766,-0.033188,-0.373844,0.334306,0.331394,0.3343
7.7,-6.23256,1.42242,-0.0223232,-0.259025,0.340609,0.329427,0.329964
7.79999,-6.23833,1.37689,0.00441378,0.0572602,0.321791,0.360585,0.317625
7.89999,-6.23819,1.36998,0.0446189,0.318887,0.438566,0.278728,0.282707
7.99999,-6.23695,1.37458,0.094673,0.45094,0.367994,0.31616,0.315845
8.09999,-6.22699,1.44419,0.584092,0.770977,0.325691,0.345199,0.32911
