0.1,1,0.5
0
0.1
0.2
0.3
0.4
0.5
0.6
0.7
0.8
0.9
1
1.1
1.2
1.3
1.4
1.5
1.6
1.7
1.8
1.9
2
2.1
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.5
3.6
3.7
40.9999,-5.81295,1.53323,1.04699,-0.0640242,0.299175,0.357529,0.343296,-5.81295,1.53323,1.04699,-0.0640242,0,0,0,0
41.0999,-5.73933,1.54175,1.04699,-0.0640242,0.302452,0.350491,0.347057,-5.73933,1.54175,1.04699,-0.0640242,0,0,0,0
41.1999,-5.70015,1.53262,1.04699,-0.0640242,0.305585,0.343764,0.350651,-5.70015,1.53262,1.04699,-0.0640242,0,0,0,0
41.2999,-5.65537,1.51827,1.47524,-0.429408,0.312674,0.34132,0.346006,-5.65537,1.51827,1.47524,-0.429408,0,0,0,0
41.3999,-5.51567,1.46204,1.47524,-0.429408,0.319605,0.338879,0.341515,-5.51567,1.46204,1.47524,-0.429408,0,0,0,0
41.4999,-5.39617,1.43767,0.98351,-0.141041,0.319605,0.338879,0.341515,-5.39617,1.43767,0.98351,-0.141041,0,0,0,0
41.5999,-5.31611,1.43214,0.98351,-0.141041,0.319605,0.338879,0.341515,-5.31611,1.43214,0.98351,-0.141041,0,0,0,0
41.6999,-5.27106,1.43015,0.98351,-0.141041,0.319605,0.338879,0.341515,-5.27106,1.43015,0.98351,-0.141041,0,0,0,0
41.7999,-5.16506,1.42979,1.11509,0.151659,0.326575,0.336072,0.337353,-5.16506,1.42979,1.11509,0.151659,0,0,0,0
41.8999,-5.10799,1.43958,1.11509,0.151659,0.333333,0.333333,0.333333,-5.10799,1.43958,1.11509,0.151659,0,0,0,0
41.9999,-5.08339,1.44899,1.19626,0.319303,0.333333,0.333333,0.333333,-5.08339,1.44899,1.19626,0.319303,0,0,0,0
42.0999,-5.04564,1.46838,1.19626,0.319303,0.333333,0.333333,0.333333,-5.04564,1.46838,1.19626,0.319303,0,0,0,0
42.1999,-4.90116,1.49922,1.19626,0.319303,0.333333,0.333333,0.333333,-4.90116,1.49922,1.19626,0.319303,0,0,0,0
42.2999,-4.85138,1.50919,0.00282063,0.169987,0.328362,0.328699,0.342939,-4.85138,1.50919,0.00282063,0.169987,0,0,0,0
42.3999,-4.84302,1.53127,0.00282063,0.169987,0.322727,0.323435,0.353838,-4.84302,1.53127,0.00282063,0.169987,0,0,0,0
42.4999,-4.84439,1.53719,-0.00218813,-0.131864,0.324205,0.324619,0.351176,-4.84439,1.53719,-0.00218813,-0.131864,0,0,0,0
42.5999,-4.84493,1.54322,-0.00218813,-0.131864,0.325785,0.325873,0.348342,-4.84493,1.54322,-0.00218813,-0.131864,0,0,0,0
42.6999,-4.84137,1.54049,-0.00218813,-0.131864,0.327468,0.327204,0.345328,-4.84137,1.54049,-0.00218813,-0.131864,0,0,0,0
42.7999,-4.83713,1.52588,-0.00513733,-0.309634,0.329708,0.32882,0.341472,-4.83713,1.52588,-0.00513733,-0.309634,0,0,0,0
42.8999,-4.77084,1.48059,-0.00513733,-0.309634,0.331777,0.330323,0.3379,-4.77084,1.48059,-0.00513733,-0.309634,0,0,0,0
42.9999,-4.70271,1.4618,-0.00192806,-0.116218,0.333376,0.331555,0.335069,-4.70271,1.4618,-0.00192806,-0.116218,0,0,0,0
43.0999,-4.62673,1.44301,-0.00192806,-0.116218,0.335112,0.332861,0.332027,-4.62673,1.44301,-0.00192806,-0.116218,0,0,0,0
43.1999,-4.55662,1.43789,-0.00192806,-0.116218,0.337014,0.33425,0.328736,-4.55662,1.43789,-0.00192806,-0.116218,0,0,0,0
43.2999,-4.45186,1.40674,-0.00103225,-0.0622038,0.343885,0.340265,0.31585,-4.45186,1.40674,-0.00103225,-0.0622038,0,0,0,0
43.3999,-4.41096,1.41647,-0.00103225,-0.0622038,0.350464,0.345901,0.303635,-4.41096,1.41647,-0.00103225,-0.0622038,0,0,0,0
43.4999,-4.36859,1.40314,0.00494468,0.298002,0.334927,0.337079,0.327993,-4.36859,1.40314,0.00494468,0.298002,0,0,0,0
43.5999,-4.23616,1.44765,0.00494468,0.298002,0.319227,0.327503,0.35327,-4.23616,1.44765,0.00494468,0.298002,0,0,0,0
43.6999,-4.15145,1.47113,0.00290356,0.175023,0.306787,0.317028,0.376185,-4.15145,1.47113,0.00290356,0.175023,0,0,0,0
43.7999,-4.06053,1.4869,0.00290356,0.175023,0.290616,0.303093,0.406291,-4.06053,1.4869,0.00290356,0.175023,0,0,0,0
43.8999,-3.92019,1.53277,0.00104214,0.0627902,0.278901,0.291969,0.42913,-3.92019,1.53277,0.00104214,0.0627902,0,0,0,0
43.9999,-3.8694,1.55603,0.00104214,0.0627902,0.268531,0.281487,0.449983,-3.8694,1.55603,0.00104214,0.0627902,0,0,0,0
44.0999,-3.82037,1.53973,0.00104214,0.0627902,0.257208,0.270016,0.472775,-3.82037,1.53973,0.00104214,0.0627902,0,0,0,0
44.1999,-3.73304,1.55254,-0.00271319,-0.163516,0.260044,0.273593,0.466363,-3.73304,1.55254,-0.00271319,-0.163516,0,0,0,0
44.2999,-3.67736,1.54422,-0.00271319,-0.163516,0.265735,0.27999,0.454275,-3.67736,1.54422,-0.00271319,-0.163516,0,0,0,0
44.3999,-3.61654,1.54746,-0.00165221,-0.0995761,0.268102,0.283011,0.448887,-3.61654,1.54746,-0.00165221,-0.0995761,0,0,0,0
44.4999,-3.53861,1.54533,-0.00165221,-0.0995761,0.291454,0.302582,0.405964,-3.53861,1.54533,-0.00165221,-0.0995761,0,0,0,0
44.5999,-3.37962,1.51871,0.000910528,0.0548591,0.30527,0.31085,0.383881,-3.37962,1.51871,0.000910528,0.0548591,0,0,0,0
44.6999,-3.31278,1.50643,0.000910528,0.0548591,0.313977,0.317651,0.368372,-3.31278,1.50643,0.000910528,0.0548591,0,0,0,0
44.7999,-3.2173,1.49825,-0.000100501,-0.00604344,0.32543,0.327015,0.347554,-3.2173,1.49825,-0.000100501,-0.00604344,0,0,0,0
44.8999,-3.18407,1.4813,-0.000100501,-0.00604344,0.330249,0.331659,0.338091,-3.18407,1.4813,-0.000100501,-0.00604344,0,0,0,0
44.9999,-3.15712,1.46924,-0.000100501,-0.00604344,0.334897,0.33607,0.329034,-3.15712,1.46924,-0.000100501,-0.00604344,0,0,0,0
45.0999,-3.10698,1.46962,0.00303587,0.182975,0.329151,0.343294,0.327555,-3.10698,1.46962,0.00303587,0.182975,0,0,0,0
45.1999,-3.08218,1.4914,0.00303587,0.182975,0.313259,0.348406,0.338336,-3.08218,1.4914,0.00303587,0.182975,0,0,0,0
45.2999,-3.04965,1.48593,-0,0,0.307637,0.348486,0.343877,-3.04965,1.48593,-0,0,0,0,0,0
45.3999,-3.03972,1.48198,-0,0,0.304257,0.348774,0.346968,-3.03972,1.48198,-0,0,0,0,0,0
45.4999,-3.022,1.47827,0.00158969,0.0958141,0.297566,0.345349,0.357085,-3.022,1.47827,0.00158969,0.0958141,0,0,0,0
45.5999,-3.00782,1.47879,0.00158969,0.0958141,0.296278,0.347591,0.356131,-3.00782,1.47879,0.00158969,0.0958141,0,0,0,0
45.6999,-2.98943,1.51925,0.000760027,0.0458131,0.297801,0.348082,0.354117,-2.98943,1.51925,0.000760027,0.0458131,0,0,0,0
45.7999,-2.98536,1.53284,0.000760027,0.0458131,0.296808,0.344954,0.358238,-2.98536,1.53284,0.000760027,0.0458131,0,0,0,0
45.8999,-2.98446,1.5527,-0.00408486,-0.246199,0.297602,0.359041,0.343357,-2.98446,1.5527,-0.00408486,-0.246199,0,0,0,0
45.9999,-2.98287,1.53173,-0.00408486,-0.246199,0.299447,0.368874,0.331679,-2.98287,1.53173,-0.00408486,-0.246199,0,0,0,0
46.0999,-2.98336,1.53114,-0.00408486,-0.246199,0.310493,0.374459,0.315047,-2.98336,1.53114,-0.00408486,-0.246199,0,0,0,0
46.1999,-2.98389,1.54105,-0.000519247,-0.0313105,0.323025,0.36638,0.310595,-2.98389,1.54105,-0.000519247,-0.0313105,0,0,0,0
46.2999,-2.98061,1.51164,-0.000519247,-0.0313105,0.325608,0.363381,0.311011,-2.98061,1.51164,-0.000519247,-0.0313105,0,0,0,0
46.3999,-2.97689,1.52189,-0.00158641,-0.0956042,0.328037,0.364196,0.307767,-2.97689,1.52189,-0.00158641,-0.0956042,0,0,0,0
46.4999,-2.98304,1.50613,-0.00158641,-0.0956042,0.333338,0.366143,0.300519,-2.98304,1.50613,-0.00158641,-0.0956042,0,0,0,0
46.5999,-2.9805,1.49885,-0.00109938,-0.0662752,0.337934,0.367588,0.294478,-2.9805,1.49885,-0.00109938,-0.0662752,0,0,0,0
46.6999,-2.98033,1.50611,-0.00109938,-0.0662752,0.33949,0.370974,0.289536,-2.98033,1.50611,-0.00109938,-0.0662752,0,0,0,0
46.7999,-2.99074,1.48554,-0.000658312,-0.0396712,0.340779,0.373443,0.285777,-2.99074,1.48554,-0.000658312,-0.0396712,0,0,0,0
46.8999,-2.99698,1.47896,-0.000658312,-0.0396712,0.343776,0.362469,0.293755,-2.99698,1.47896,-0.000658312,-0.0396712,0,0,0,0
46.9999,-3.00246,1.49038,-0.000658312,-0.0396712,0.344619,0.355055,0.300327,-3.00246,1.49038,-0.000658312,-0.0396712,0,0,0,0
47.0999,-3.01321,1.50265,0.0011841,0.0713785,0.3424,0.344832,0.312768,-3.01321,1.50265,0.0011841,0.0713785,0,0,0,0
47.1999,-3.02103,1.51277,0.0011841,0.0713785,0.340829,0.339999,0.319173,-3.02103,1.51277,0.0011841,0.0713785,0,0,0,0
47.2999,-3.03624,1.51908,-6.42541e-06,-0.000407897,0.340218,0.338989,0.320794,-3.03624,1.51908,-6.42541e-06,-0.000407897,0,0,0,0
47.3998,-3.06211,1.5281,-6.42541e-06,-0.000407897,0.338555,0.335995,0.32545,-3.06211,1.5281,-6.42541e-06,-0.000407897,0,0,0,0
47.4998,-3.07444,1.53766,0.00218846,0.131908,0.335775,0.322513,0.341713,-3.07444,1.53766,0.00218846,0.131908,0,0,0,0
47.5998,-3.08785,1.54212,0.00218846,0.131908,0.332274,0.310664,0.357062,-3.08785,1.54212,0.00218846,0.131908,0,0,0,0
47.6998,-3.11252,1.56712,-0.00143467,-0.0864756,0.330667,0.315843,0.353491,-3.11252,1.56712,-0.00143467,-0.0864756,0,0,0,0
47.7998,-3.12111,1.55153,-0.00143467,-0.0864756,0.329762,0.321609,0.348629,-3.12111,1.55153,-0.00143467,-0.0864756,0,0,0,0
47.8998,-3.12257,1.53678,-0.00143467,-0.0864756,0.328956,0.327031,0.344013,-3.12257,1.53678,-0.00143467,-0.0864756,0,0,0,0
47.9998,-3.17429,1.54998,0.00199825,0.120454,0.324636,0.318296,0.357068,-3.17429,1.54998,0.00199825,0.120454,0,0,0,0
48.0998,-3.22918,1.49911,0.00199825,0.120454,0.321692,0.316412,0.361896,-3.22918,1.49911,0.00199825,0.120454,0,0,0,0
48.1998,-3.35348,1.48159,-0.00119469,-0.0720143,0.325704,0.321358,0.352938,-3.35348,1.48159,-0.00119469,-0.0720143,0,0,0,0
48.2998,-3.41578,1.46509,-0.00119469,-0.0720143,0.327782,0.32258,0.349639,-3.41578,1.46509,-0.00119469,-0.0720143,0,0,0,0
48.3998,-3.46711,1.44487,-0.00238052,-0.143477,0.332162,0.324275,0.343563,-3.46711,1.44487,-0.00238052,-0.143477,0,0,0,0
48.4998,-3.54725,1.44054,-0.00238052,-0.143477,0.336548,0.336846,0.326606,-3.54725,1.44054,-0.00238052,-0.143477,0,0,0,0
48.5998,-3.57852,1.40452,0.00395357,0.238293,0.325224,0.339863,0.334913,-3.57852,1.40452,0.00395357,0.238293,0,0,0,0
48.6998,-3.60336,1.45886,0.00395357,0.238293,0.312454,0.322852,0.364694,-3.60336,1.45886,0.00395357,0.238293,0,0,0,0
48.7998,-3.633,1.47482,0.00395357,0.238293,0.296806,0.30461,0.398584,-3.633,1.47482,0.00395357,0.238293,0,0,0,0
48.8998,-3.74922,1.50422,0.00114626,0.0690848,0.289185,0.292498,0.418317,-3.74922,1.50422,0.00114626,0.0690848,0,0,0,0
48.9998,-3.82911,1.52268,0.00114626,0.0690848,0.287298,0.295091,0.417611,-3.82911,1.52268,0.00114626,0.0690848,0,0,0,0
49.0998,-3.90013,1.53808,0.00047915,0.0288882,0.28935,0.296637,0.414013,-3.90013,1.53808,0.00047915,0.0288882,0,0,0,0
49.1998,-4.03414,1.5405,0.00047915,0.0288882,0.282114,0.289803,0.428083,-4.03414,1.5405,0.00047915,0.0288882,0,0,0,0
49.2998,-4.08703,1.55286,0.000305559,0.0184093,0.275058,0.283288,0.441654,-4.08703,1.55286,0.000305559,0.0184093,0,0,0,0
49.3998,-4.13162,1.55614,0.000305559,0.0184093,0.263686,0.27323,0.463084,-4.13162,1.55614,0.000305559,0.0184093,0,0,0,0
49.4998,-4.19977,1.53436,-0.00190828,-0.115006,0.260602,0.271318,0.468081,-4.19977,1.53436,-0.00190828,-0.115006,0,0,0,0
49.5998,-4.25472,1.53478,-0.00190828,-0.115006,0.282478,0.289729,0.427793,-4.25472,1.53478,-0.00190828,-0.115006,0,0,0,0
49.6998,-4.33481,1.47867,-0.00190828,-0.115006,0.302427,0.305854,0.39172,-4.33481,1.47867,-0.00190828,-0.115006,0,0,0,0
49.7998,-4.50194,1.42089,-0.00315084,-0.189919,0.322678,0.321511,0.355811,-4.50194,1.42089,-0.00315084,-0.189919,0,0,0,0
49.8998,-4.57511,1.39208,-0.00315084,-0.189919,0.331361,0.329336,0.339303,-4.57511,1.39208,-0.00315084,-0.189919,0,0,0,0
49.9998,-4.63767,1.36447,-0.00449765,-0.271079,0.338619,0.335774,0.325607,-4.63767,1.36447,-0.00449765,-0.271079,0,0,0,0
50.0998,-4.68969,1.32366,-0.00449765,-0.271079,0.343343,0.339956,0.316702,-4.68969,1.32366,-0.00449765,-0.271079,0,0,0,0
50.1998,-4.72907,1.3145,-0.00449765,-0.271079,0.34754,0.343723,0.308737,-4.72907,1.3145,-0.00449765,-0.271079,0,0,0,0
50.2998,-4.8153,1.35784,-0.429342,0.023076,0.369756,0.33026,0.299985,-4.8153,1.35784,-0.429342,0.023076,0,0,0,0
50.3998,-4.88732,1.39303,-0.429342,0.023076,0.392748,0.317026,0.290226,-4.88732,1.39303,-0.429342,0.023076,0,0,0,0
50.4998,-5.07313,1.43944,-1.61746,0.285431,0.388467,0.316925,0.294608,-5.07313,1.43944,-1.61746,0.285431,0,0,0,0
50.5998,-5.26727,1.48484,-1.61746,0.285431,0.38454,0.316787,0.298673,-5.26727,1.48484,-1.61746,0.285431,0,0,0,0
50.6998,-5.56971,1.56994,-0.996996,0.281731,0.380897,0.316677,0.302426,-5.56971,1.56994,-0.996996,0.281731,0,0,0,0
50.7998,-5.64202,1.59635,-0.996996,0.281731,0.376746,0.315564,0.30769,-5.64202,1.59635,-0.996996,0.281731,0,0,0,0
50.8998,-5.6912,1.61052,-0.996996,0.281731,0.372865,0.314441,0.312694,-5.6912,1.61052,-0.996996,0.281731,0,0,0,0
50.9998,-5.73574,1.6146,-1.11372,0.0238003,0.370005,0.313458,0.316537,-5.73574,1.6146,-1.11372,0.0238003,0,0,0,0
51.0998,-5.83103,1.57693,-1.11372,0.0238003,0.367398,0.312498,0.320105,-5.83103,1.57693,-1.11372,0.0238003,0,0,0,0
51.1998,-5.93968,1.53171,-1.27388,-0.177812,0.364914,0.311507,0.323579,-5.93968,1.53171,-1.27388,-0.177812,0,0,0,0
51.2998,-6.03729,1.49725,-1.27388,-0.177812,0.348346,0.322928,0.328727,-6.03729,1.49725,-1.27388,-0.177812,0,0,0,0
51.3998,-6.19112,1.45757,-1.27388,-0.177812,0.333333,0.333333,0.333333,-6.19112,1.45757,-1.27388,-0.177812,0,0,0,0
51.4998,-6.2398,1.42965,-1.16155,-0.295834,0.333333,0.333333,0.333333,-6.2398,1.42965,-1.16155,-0.295834,0,0,0,0
51.5998,-6.31409,1.37655,-1.16155,-0.295834,0.333333,0.333333,0.333333,-6.31409,1.37655,-1.16155,-0.295834,0,0,0,0
51.6998,-6.35767,1.3599,-1.11881,-0.196397,0.333333,0.333333,0.333333,-6.35767,1.3599,-1.11881,-0.196397,0,0,0,0
51.7998,-6.36355,1.35858,-1.11881,-0.196397,0.333333,0.333333,0.333333,-6.36355,1.35858,-1.11881,-0.196397,0,0,0,0
51.8998,-6.41197,1.36491,-1.11881,-0.196397,0.333333,0.333333,0.333333,-6.41197,1.36491,-1.11881,-0.196397,0,0,0,0
51.9998,-6.56612,1.38976,-1.25218,-0.130009,0.333333,0.333333,0.333333,-6.56612,1.38976,-1.25218,-0.130009,0,0,0,0
52.0998,-6.67361,1.39948,-1.25218,-0.130009,0.333333,0.333333,0.333333,-6.67361,1.39948,-1.25218,-0.130009,0,0,0,0
52.1998,-6.7408,1.41424,-1.16382,-0.0697943,0.333333,0.333333,0.333333,-6.7408,1.41424,-1.16382,-0.0697943,0,0,0,0
52.2998,-6.80094,1.42391,-1.16382,-0.0697943,0.333333,0.333333,0.333333,-6.80094,1.42391,-1.16382,-0.0697943,0,0,0,0
52.3998,-6.86449,1.43177,-1.16382,-0.0697943,0.333333,0.333333,0.333333,-6.86449,1.43177,-1.16382,-0.0697943,0,0,0,0
52.4998,-6.92169,1.43571,-0.857961,-0.215173,0.333333,0.333333,0.333333,-6.92169,1.43571,-0.857961,-0.215173,0,0,0,0
52.5998,-6.93496,1.4164,-0.857961,-0.215173,0.333333,0.333333,0.333333,-6.93496,1.4164,-0.857961,-0.215173,0,0,0,0
52.6998,-6.91832,1.38106,-0.991143,-0.677566,0.333333,0.333333,0.333333,-6.91832,1.38106,-0.991143,-0.677566,0,0,0,0
52.7998,-6.96662,1.29187,-0.991143,-0.677566,0.333333,0.333333,0.333333,-6.96662,1.29187,-0.991143,-0.677566,0,0,0,0
52.8998,-6.99719,1.14173,-0.41686,-1.12002,0.333333,0.333333,0.333333,-6.99719,1.14173,-0.41686,-1.12002,0,0,0,0
52.9998,-7.00414,1.02129,-0.41686,-1.12002,0.333333,0.333333,0.333333,-7.00414,1.02129,-0.41686,-1.12002,0,0,0,0
53.0998,-6.99177,0.950025,-0.41686,-1.12002,0.333333,0.333333,0.333333,-6.99177,0.950025,-0.41686,-1.12002,0,0,0,0
53.1998,-6.97191,0.861142,-0.521216,-1.02289,0.333333,0.333333,0.333333,-6.97191,0.861142,-0.521216,-1.02289,0,0,0,0
53.2998,-6.9929,0.775231,-0.521216,-1.02289,0.333333,0.333333,0.333333,-6.9929,0.775231,-0.521216,-1.02289,0,0,0,0
53.3998,-7.0155,0.689195,-0.521216,-1.02289,0.333333,0.333333,0.333333,-7.0155,0.689195,-0.521216,-1.02289,0,0,0,0
53.4998,-7.13178,0.591889,-0.934362,-0.729228,0.333333,0.333333,0.333333,-7.13178,0.591889,-0.934362,-0.729228,0,0,0,0
53.5998,-7.18455,0.525357,-0.934362,-0.729228,0.333333,0.333333,0.333333,-7.18455,0.525357,-0.934362,-0.729228,0,0,0,0
53.6998,-7.26038,0.460498,-0.857403,-0.713666,0.333333,0.333333,0.333333,-7.26038,0.460498,-0.857403,-0.713666,0,0,0,0
53.7998,-7.30057,0.390444,-0.857403,-0.713666,0.333333,0.333333,0.333333,-7.30057,0.390444,-0.857403,-0.713666,0,0,0,0
53.8997,-7.35624,0.282156,-0.857403,-0.713666,0.333333,0.333333,0.333333,-7.35624,0.282156,-0.857403,-0.713666,0,0,0,0
53.9997,-7.36608,0.207502,-0.953276,-0.625958,0.333333,0.333333,0.333333,-7.36608,0.207502,-0.953276,-0.625958,0,0,0,0
54.0997,-7.38623,0.123192,-0.953276,-0.625958,0.333333,0.333333,0.333333,-7.38623,0.123192,-0.953276,-0.625958,0,0,0,0
54.1997,-7.42132,-0.0364326,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.42132,-0.0364326,-0.88303,-0.336261,0,0,0,0
54.2997,-7.41557,-0.10112,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.41557,-0.10112,-0.88303,-0.336261,0,0,0,0
54.3997,-7.55519,-0.126965,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.55519,-0.126965,-0.88303,-0.336261,0,0,0,0
54.4997,-7.62158,-0.139255,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.62158,-0.139255,-0.88303,-0.336261,0,0,0,0
54.5997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
54.6997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
54.7997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
54.8997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
54.9997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
55.0997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
55.1997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
55.2997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
55.3997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
55.4997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
55.5997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
55.6997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
55.7997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
55.8997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
55.9997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
56.0997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
56.1997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
56.2997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
56.3997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
56.4997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
56.5997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
56.6997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
56.7997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
56.8997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
56.9997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
57.0997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
57.1997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
57.2997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
57.3997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
57.4997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
57.5997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
57.6997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
57.7997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
57.8997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
57.9997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
58.0997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
58.1997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
58.2997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
58.3997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
58.4997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
58.5997,-7.68797,-0.151545,-0.88303,-0.336261,0.333333,0.333333,0.333333,-7.68797,-0.151545,-0.88303,-0.336261,0,0,0,0
