0.1,1,0.5
0
0.1
0.2
0.3
0.4
0.5
0.6
0.7
0.8
0.9
1
1.1
1.2
1.3
1.4
1.5
1.6
1.7
1.8
1.9
2
2.1
2.2
2.3
2.4
2.5
2.6
2.7
2.8
2.9
3
3.1
3.2
3.3
3.4
3.5
3.6
3.7
22.1,-5.33956,1.35289,1.14039,0.231234,0.326404,0.341246,0.33235,-5.33956,1.35289,1.14039,0.231234,0,0,0,0
22.2,-5.26706,1.37525,1.14039,0.231234,0.333333,0.333333,0.333333,-5.26706,1.37525,1.14039,0.231234,0,0,0,0
22.3,-5.16077,1.40955,1.3388,0.203689,0.333333,0.333333,0.333333,-5.16077,1.40955,1.3388,0.203689,0,0,0,0
22.4,-5.03894,1.43983,1.3388,0.203689,0.333333,0.333333,0.333333,-5.03894,1.43983,1.3388,0.203689,0,0,0,0
22.5,-5.03894,1.43983,1.3388,0.203689,0.333333,0.333333,0.333333,-5.03894,1.43983,1.3388,0.203689,0,0,0,0
22.6,-4.89615,1.45433,1.3388,0.203689,0.333333,0.333333,0.333333,-4.89615,1.45433,1.3388,0.203689,0,0,0,0
22.7001,-4.80648,1.46793,0.209961,-0.0708257,0.321997,0.348067,0.329936,-4.80648,1.46793,0.209961,-0.0708257,0,0,0,0
22.8001,-4.78405,1.47457,0.209961,-0.0708257,0.309933,0.364597,0.32547,-4.78405,1.47457,0.209961,-0.0708257,0,0,0,0
22.9001,-4.8261,1.47259,0.209961,-0.0708257,0.29689,0.383051,0.320058,-4.8261,1.47259,0.209961,-0.0708257,0,0,0,0
23.0001,-4.8261,1.47259,0.209961,-0.0708257,0.282813,0.403982,0.313205,-4.8261,1.47259,0.209961,-0.0708257,0,0,0,0
23.1001,-4.84154,1.45164,-0.00224022,-0.135026,0.282203,0.408717,0.30908,-4.84154,1.45164,-0.00224022,-0.135026,0,0,0,0
23.2001,-4.80535,1.42734,-0.00224022,-0.135026,0.281491,0.41379,0.30472,-4.80535,1.42734,-0.00224022,-0.135026,0,0,0,0
23.3001,-4.75589,1.41119,-0.00224022,-0.135026,0.280672,0.419244,0.300084,-4.75589,1.41119,-0.00224022,-0.135026,0,0,0,0
23.4001,-4.71761,1.40356,0.00126542,0.076273,0.275567,0.421093,0.30334,-4.71761,1.40356,0.00126542,0.076273,0,0,0,0
23.5001,-4.68093,1.40342,0.00126542,0.076273,0.269843,0.423004,0.307154,-4.68093,1.40342,0.00126542,0.076273,0,0,0,0
23.6001,-4.62847,1.41314,0.00126542,0.076273,0.263364,0.424895,0.311741,-4.62847,1.41314,0.00126542,0.076273,0,0,0,0
23.7001,-4.56363,1.41159,-8.14196e-05,-0.00490768,0.278387,0.39767,0.323943,-4.56363,1.41159,-8.14196e-05,-0.00490768,0,0,0,0
23.8001,-4.56363,1.41159,-8.14196e-05,-0.00490768,0.293272,0.371557,0.335171,-4.56363,1.41159,-8.14196e-05,-0.00490768,0,0,0,0
23.9001,-4.46552,1.43019,-8.14196e-05,-0.00490768,0.308216,0.346714,0.34507,-4.46552,1.43019,-8.14196e-05,-0.00490768,0,0,0,0
24.0001,-4.37305,1.44153,-8.14196e-05,-0.00490768,0.323195,0.32287,0.353935,-4.37305,1.44153,-8.14196e-05,-0.00490768,0,0,0,0
24.1001,-4.29734,1.42704,0.000845738,0.0509737,0.316095,0.316386,0.367519,-4.29734,1.42704,0.000845738,0.0509737,0,0,0,0
24.2001,-4.23252,1.43804,0.000845738,0.0509737,0.308224,0.309103,0.382673,-4.23252,1.43804,0.000845738,0.0509737,0,0,0,0
24.3001,-4.15375,1.43115,0.000845738,0.0509737,0.299486,0.300993,0.399521,-4.15375,1.43115,0.000845738,0.0509737,0,0,0,0
24.4001,-4.15375,1.43115,0.000845738,0.0509737,0.299558,0.30116,0.399282,-4.15375,1.43115,0.000845738,0.0509737,0,0,0,0
24.5001,-4.06967,1.46348,-0.00197347,-0.118935,0.3083,0.309114,0.382586,-4.06967,1.46348,-0.00197347,-0.118935,0,0,0,0
24.6001,-3.95878,1.43649,-0.00197347,-0.118935,0.316664,0.316375,0.366961,-3.95878,1.43649,-0.00197347,-0.118935,0,0,0,0
24.7001,-3.84623,1.39943,-0.00197347,-0.118935,0.321547,0.319977,0.358476,-3.84623,1.39943,-0.00197347,-0.118935,0,0,0,0
24.8001,-3.75226,1.39,0.00171377,0.103288,0.316179,0.316139,0.367683,-3.75226,1.39,0.00171377,0.103288,0,0,0,0
24.9001,-3.66808,1.37551,0.00171377,0.103288,0.310957,0.312813,0.37623,-3.66808,1.37551,0.00171377,0.103288,0,0,0,0
25.0001,-3.57974,1.38754,0.00171377,0.103288,0.305918,0.309791,0.384291,-3.57974,1.38754,0.00171377,0.103288,0,0,0,0
25.1001,-3.47251,1.39476,0.00186619,0.112474,0.303468,0.309678,0.386854,-3.47251,1.39476,0.00186619,0.112474,0,0,0,0
25.2001,-3.47251,1.39476,0.00186619,0.112474,0.301114,0.30964,0.389246,-3.47251,1.39476,0.00186619,0.112474,0,0,0,0
25.3001,-3.36427,1.41222,0.00186619,0.112474,0.299226,0.31047,0.390304,-3.36427,1.41222,0.00186619,0.112474,0,0,0,0
25.4001,-3.27156,1.42165,0.00186619,0.112474,0.297634,0.312543,0.389823,-3.27156,1.42165,0.00186619,0.112474,0,0,0,0
25.5001,-3.19815,1.44007,7.88294e-05,0.00474773,0.293975,0.309597,0.396428,-3.19815,1.44007,7.88294e-05,0.00474773,0,0,0,0
25.6001,-3.13664,1.45071,7.88294e-05,0.00474773,0.289898,0.306548,0.403554,-3.13664,1.45071,7.88294e-05,0.00474773,0,0,0,0
25.7001,-3.07928,1.45373,7.88294e-05,0.00474773,0.28523,0.303512,0.411258,-3.07928,1.45373,7.88294e-05,0.00474773,0,0,0,0
25.8001,-3.02413,1.44961,-0.000317097,-0.0191088,0.294488,0.310499,0.395012,-3.02413,1.44961,-0.000317097,-0.0191088,0,0,0,0
25.9001,-2.97674,1.45082,-0.000317097,-0.0191088,0.302809,0.31644,0.380751,-2.97674,1.45082,-0.000317097,-0.0191088,0,0,0,0
26.0001,-2.93567,1.44505,-0.000317097,-0.0191088,0.310406,0.321492,0.368102,-2.93567,1.44505,-0.000317097,-0.0191088,0,0,0,0
26.1001,-2.93567,1.44505,-0.000317097,-0.0191088,0.317881,0.325628,0.356492,-2.93567,1.44505,-0.000317097,-0.0191088,0,0,0,0
26.2001,-2.90331,1.44953,-5.28114e-06,-0.000315783,0.324305,0.329289,0.346406,-2.90331,1.44953,-5.28114e-06,-0.000315783,0,0,0,0
26.3001,-2.87592,1.44552,-5.28114e-06,-0.000315783,0.330236,0.331865,0.337899,-2.87592,1.44552,-5.28114e-06,-0.000315783,0,0,0,0
26.4001,-2.85526,1.43882,-5.28114e-06,-0.000315783,0.335936,0.333102,0.330962,-2.85526,1.43882,-5.28114e-06,-0.000315783,0,0,0,0
26.5001,-2.8379,1.45291,0.00295676,0.17821,0.329947,0.330071,0.339982,-2.8379,1.45291,0.00295676,0.17821,0,0,0,0
26.6001,-2.8239,1.47304,0.00295676,0.17821,0.324412,0.325845,0.349743,-2.8239,1.47304,0.00295676,0.17821,0,0,0,0
26.7001,-2.8239,1.47304,0.00295676,0.17821,0.318825,0.321313,0.359862,-2.8239,1.47304,0.00295676,0.17821,0,0,0,0
26.8001,-2.81211,1.50117,0.00295676,0.17821,0.312334,0.315982,0.371684,-2.81211,1.50117,0.00295676,0.17821,0,0,0,0
26.9001,-2.8015,1.52724,0.00291134,0.17547,0.306295,0.309338,0.384367,-2.8015,1.52724,0.00291134,0.17547,0,0,0,0
27.0001,-2.79576,1.54861,0.00291134,0.17547,0.30035,0.301824,0.397825,-2.79576,1.54861,0.00291134,0.17547,0,0,0,0
27.1001,-2.78894,1.58058,0.00291134,0.17547,0.294478,0.293439,0.412083,-2.78894,1.58058,0.00291134,0.17547,0,0,0,0
27.2001,-2.78714,1.63132,0.0086294,0.520106,0.29141,0.290445,0.418146,-2.78714,1.63132,0.0086294,0.520106,0,0,0,0
27.3001,-2.78677,1.68739,0.0086294,0.520106,0.288819,0.287919,0.423262,-2.78677,1.68739,0.0086294,0.520106,0,0,0,0
27.4001,-2.78837,1.75117,0.0086294,0.520106,0.286694,0.285849,0.427457,-2.78837,1.75117,0.0086294,0.520106,0,0,0,0
27.5001,-2.78837,1.75117,0.0086294,0.520106,0.290794,0.287946,0.42126,-2.78837,1.75117,0.0086294,0.520106,0,0,0,0
27.6001,-2.82139,1.8027,0.00408599,0.246265,0.292099,0.282169,0.425732,-2.82139,1.8027,0.00408599,0.246265,0,0,0,0
27.7001,-2.86489,1.84576,0.00408599,0.246265,0.293157,0.276765,0.430078,-2.86489,1.84576,0.00408599,0.246265,0,0,0,0
27.8001,-2.91645,1.89524,0.00408599,0.246265,0.293046,0.271798,0.435156,-2.91645,1.89524,0.00408599,0.246265,0,0,0,0
27.9001,-2.96468,1.94897,0.00804771,0.485047,0.293936,0.274041,0.432023,-2.96468,1.94897,0.00804771,0.485047,0,0,0,0
28.0001,-3.00724,2.00538,0.00804771,0.485047,0.29447,0.276407,0.429124,-3.00724,2.00538,0.00804771,0.485047,0,0,0,0
28.1001,-3.0412,2.10106,0.00804771,0.485047,0.294913,0.279282,0.425804,-3.0412,2.10106,0.00804771,0.485047,0,0,0,0
28.2001,-3.0412,2.10106,0.00804771,0.485047,0.293711,0.278144,0.428145,-3.0412,2.10106,0.00804771,0.485047,0,0,0,0
28.3001,-3.07236,2.14854,0.00871802,0.525434,0.2941,0.278512,0.427389,-3.07236,2.14854,0.00871802,0.525434,0,0,0,0
28.4001,-3.0982,2.23421,0.00871802,0.525434,0.294569,0.278956,0.426476,-3.0982,2.23421,0.00871802,0.525434,0,0,0,0
28.5001,-3.11538,2.28074,0.00871802,0.525434,0.295261,0.279611,0.425128,-3.11538,2.28074,0.00871802,0.525434,0,0,0,0
28.6001,-3.13527,2.32252,0.00825994,0.497837,0.296991,0.286646,0.416362,-3.13527,2.32252,0.00825994,0.497837,0,0,0,0
28.7001,-3.16805,2.36468,0.00825994,0.497837,0.298383,0.29327,0.408347,-3.16805,2.36468,0.00825994,0.497837,0,0,0,0
28.8001,-3.20267,2.43781,0.00825994,0.497837,0.300455,0.300455,0.39909,-3.20267,2.43781,0.00825994,0.497837,0,0,0,0
28.9001,-3.20267,2.43781,0.00825994,0.497837,0.301951,0.301951,0.396097,-3.20267,2.43781,0.00825994,0.497837,0,0,0,0
29.0001,-3.22936,2.50501,0.00918665,0.553697,0.30545,0.30545,0.389101,-3.22936,2.50501,0.00918665,0.553697,0,0,0,0
29.1001,-3.25268,2.60262,0.00918665,0.553697,0.309445,0.309445,0.38111,-3.25268,2.60262,0.00918665,0.553697,0,0,0,0
29.2001,-3.29664,2.63152,0.00918665,0.553697,0.313297,0.313297,0.373406,-3.29664,2.63152,0.00918665,0.553697,0,0,0,0
29.3001,-3.36254,2.67777,0.00636587,0.38368,0.312239,0.312239,0.375521,-3.36254,2.67777,0.00636587,0.38368,0,0,0,0
29.4001,-3.43,2.72826,0.00636587,0.38368,0.311016,0.311016,0.377969,-3.43,2.72826,0.00636587,0.38368,0,0,0,0
29.5001,-3.49625,2.79229,0.00636587,0.38368,0.309779,0.309779,0.380442,-3.49625,2.79229,0.00636587,0.38368,0,0,0,0
29.6001,-3.49625,2.79229,0.00636587,0.38368,0.309155,0.309155,0.381689,-3.49625,2.79229,0.00636587,0.38368,0,0,0,0
29.7001,-3.55596,2.82904,0.00909685,0.548282,0.312289,0.312289,0.375423,-3.55596,2.82904,0.00909685,0.548282,0,0,0,0
29.8001,-3.55596,2.82904,0.00909685,0.548282,0.315018,0.315018,0.369965,-3.55596,2.82904,0.00909685,0.548282,0,0,0,0
29.9001,-3.6465,2.95064,0.00909685,0.548282,0.31782,0.317821,0.364359,-3.6465,2.95064,0.00909685,0.548282,0,0,0,0
30.0001,-3.67608,3.00492,0.0155642,0.938067,0.318935,0.318935,0.36213,-3.67608,3.00492,0.0155642,0.938067,0,0,0,0
30.1001,-3.70933,3.06787,0.0155642,0.938067,0.319346,0.319346,0.361307,-3.70933,3.06787,0.0155642,0.938067,0,0,0,0
30.2001,-3.76807,3.22179,0.0142014,0.855948,0.31974,0.31974,0.360521,-3.76807,3.22179,0.0142014,0.855948,0,0,0,0
30.3001,-3.79365,3.31169,0.0142014,0.855948,0.323354,0.323354,0.353293,-3.79365,3.31169,0.0142014,0.855948,0,0,0,0
30.4001,-3.81371,3.3635,0.0142014,0.855948,0.326766,0.326766,0.346467,-3.81371,3.3635,0.0142014,0.855948,0,0,0,0
30.5001,-3.84758,3.39948,0.0103261,0.622369,0.329911,0.329911,0.340178,-3.84758,3.39948,0.0103261,0.622369,0,0,0,0
30.6001,-3.88158,3.40143,0.0103261,0.622369,0.332943,0.332943,0.334113,-3.88158,3.40143,0.0103261,0.622369,0,0,0,0
30.7001,-3.9248,3.41314,0.00305512,0.184136,0.332583,0.330476,0.336942,-3.9248,3.41314,0.00305512,0.184136,0,0,0,0
30.8001,-3.97952,3.40458,0.00305512,0.184136,0.332138,0.328049,0.339813,-3.97952,3.40458,0.00305512,0.184136,0,0,0,0
30.9001,-4.02645,3.38964,0.00305512,0.184136,0.33143,0.325466,0.343104,-4.02645,3.38964,0.00305512,0.184136,0,0,0,0
31.0001,-4.06484,3.35571,0.00455703,0.274655,0.329933,0.323996,0.346071,-4.06484,3.35571,0.00455703,0.274655,0,0,0,0
31.1001,-4.12546,3.32514,0.00455703,0.274655,0.328099,0.322195,0.349706,-4.12546,3.32514,0.00455703,0.274655,0,0,0,0
31.2001,-4.15032,3.33863,0.00162481,0.09793,0.327147,0.320137,0.352715,-4.15032,3.33863,0.00162481,0.09793,0,0,0,0
31.3001,-4.16591,3.33156,0.00162481,0.09793,0.32606,0.317929,0.356011,-4.16591,3.33156,0.00162481,0.09793,0,0,0,0
31.4001,-4.19649,3.33168,0.000671905,0.0405039,0.32532,0.316469,0.358211,-4.19649,3.33168,0.000671905,0.0405039,0,0,0,0
31.5001,-4.21144,3.31544,0.000671905,0.0405039,0.32443,0.314826,0.360743,-4.21144,3.31544,0.000671905,0.0405039,0,0,0,0
31.6001,-4.22578,3.32273,0.000671905,0.0405039,0.323483,0.313087,0.36343,-4.22578,3.32273,0.000671905,0.0405039,0,0,0,0
31.7001,-4.24547,3.34431,0.0038984,0.234939,0.322613,0.31404,0.363347,-4.24547,3.34431,0.0038984,0.234939,0,0,0,0
31.8001,-4.25559,3.34982,0.0038984,0.234939,0.321973,0.315058,0.362969,-4.25559,3.34982,0.0038984,0.234939,0,0,0,0
31.9001,-4.26011,3.36485,0.00209763,0.126443,0.32286,0.314856,0.362283,-4.26011,3.36485,0.00209763,0.126443,0,0,0,0
32.0001,-4.26834,3.36835,0.00209763,0.126443,0.32461,0.313029,0.362361,-4.26834,3.36835,0.00209763,0.126443,0,0,0,0
32.1001,-4.2839,3.37781,0.000518373,0.0312357,0.326487,0.314028,0.359485,-4.2839,3.37781,0.000518373,0.0312357,0,0,0,0
32.2001,-4.28661,3.38747,0.000518373,0.0312357,0.327343,0.315548,0.357109,-4.28661,3.38747,0.000518373,0.0312357,0,0,0,0
32.3001,-4.29212,3.37627,0.000518373,0.0312357,0.328233,0.317096,0.354671,-4.29212,3.37627,0.000518373,0.0312357,0,0,0,0
32.4001,-4.29405,3.37217,-0.0759472,-0.0748786,0.331654,0.312017,0.35633,-4.29405,3.37217,-0.0759472,-0.0748786,0,0,0,0
32.5001,-4.29321,3.34482,-0.0759472,-0.0748786,0.335699,0.307111,0.357191,-4.29321,3.34482,-0.0759472,-0.0748786,0,0,0,0
32.6001,-4.31074,3.33688,0.071502,-0.0804667,0.33449,0.316433,0.349077,-4.31074,3.33688,0.071502,-0.0804667,0,0,0,0
32.7001,-4.29977,3.3317,0.071502,-0.0804667,0.334604,0.327782,0.337614,-4.29977,3.3317,0.071502,-0.0804667,0,0,0,0
32.8001,-4.30409,3.31113,0.071502,-0.0804667,0.334224,0.340851,0.324925,-4.30409,3.31113,0.071502,-0.0804667,0,0,0,0
32.9001,-4.33187,3.27727,-0.00176451,-0.106357,0.336286,0.350206,0.313509,-4.33187,3.27727,-0.00176451,-0.106357,0,0,0,0
33.0001,-4.36124,3.25621,-0.00176451,-0.106357,0.338638,0.36134,0.300022,-4.36124,3.25621,-0.00176451,-0.106357,0,0,0,0
33.1001,-4.39366,3.22462,-0.0018772,-0.113141,0.342931,0.369302,0.287766,-4.39366,3.22462,-0.0018772,-0.113141,0,0,0,0
33.2001,-4.42928,3.19806,-0.0018772,-0.113141,0.347855,0.377993,0.274152,-4.42928,3.19806,-0.0018772,-0.113141,0,0,0,0
33.3001,-4.46159,3.16953,-0.0018772,-0.113141,0.352553,0.386503,0.260944,-4.46159,3.16953,-0.0018772,-0.113141,0,0,0,0
33.4001,-4.4857,3.14267,-0.00159644,-0.0962103,0.349499,0.400765,0.249737,-4.4857,3.14267,-0.00159644,-0.0962103,0,0,0,0
33.5001,-4.53618,3.10005,-0.00159644,-0.0962103,0.345471,0.414135,0.240394,-4.53618,3.10005,-0.00159644,-0.0962103,0,0,0,0
33.6001,-4.55549,3.08749,-0.00214426,-0.129239,0.355762,0.407449,0.23679,-4.55549,3.08749,-0.00214426,-0.129239,0,0,0,0
33.7001,-4.56926,3.06767,-0.00214426,-0.129239,0.363528,0.397203,0.239269,-4.56926,3.06767,-0.00214426,-0.129239,0,0,0,0
33.8001,-4.58053,3.04822,-0.00214426,-0.129239,0.371429,0.386592,0.241979,-4.58053,3.04822,-0.00214426,-0.129239,0,0,0,0
33.9001,-4.59029,3.02057,-0.00547197,-0.329803,0.37429,0.38791,0.2378,-4.59029,3.02057,-0.00547197,-0.329803,0,0,0,0
34.0001,-4.663,2.92913,-0.00547197,-0.329803,0.377654,0.387935,0.23441,-4.663,2.92913,-0.00547197,-0.329803,0,0,0,0
34.1001,-4.69874,2.87621,-0.0101696,-0.612939,0.373704,0.37917,0.247126,-4.69874,2.87621,-0.0101696,-0.612939,0,0,0,0
34.2001,-4.73207,2.81418,-0.0101696,-0.612939,0.36921,0.37029,0.260499,-4.73207,2.81418,-0.0101696,-0.612939,0,0,0,0
34.3,-4.76533,2.77268,-0.0101696,-0.612939,0.364905,0.361966,0.273129,-4.76533,2.77268,-0.0101696,-0.612939,0,0,0,0
34.4,-4.81205,2.68301,-0.0081256,-0.489743,0.364582,0.357521,0.277897,-4.81205,2.68301,-0.0081256,-0.489743,0,0,0,0
34.5,-4.83457,2.64161,-0.0081256,-0.489743,0.364481,0.353597,0.281922,-4.83457,2.64161,-0.0081256,-0.489743,0,0,0,0
34.6,-4.87783,2.61028,-0.805486,-0.668774,0.358697,0.348218,0.293085,-4.87783,2.61028,-0.805486,-0.668774,0,0,0,0
34.7,-4.96327,2.56498,-0.805486,-0.668774,0.356239,0.346116,0.297645,-4.96327,2.56498,-0.805486,-0.668774,0,0,0,0
34.8,-5.1407,2.46444,-0.805486,-0.668774,0.353942,0.344196,0.301862,-5.1407,2.46444,-0.805486,-0.668774,0,0,0,0
34.9,-5.35768,2.37569,-1.05068,-0.528511,0.348931,0.339299,0.311769,-5.35768,2.37569,-1.05068,-0.528511,0,0,0,0
35,-5.46303,2.33556,-1.05068,-0.528511,0.343381,0.334753,0.321866,-5.46303,2.33556,-1.05068,-0.528511,0,0,0,0
35.1,-5.50217,2.32645,-0.894188,-0.554332,0.342401,0.334677,0.322921,-5.50217,2.32645,-0.894188,-0.554332,0,0,0,0
35.2,-5.56601,2.29675,-0.894188,-0.554332,0.341374,0.334947,0.323679,-5.56601,2.29675,-0.894188,-0.554332,0,0,0,0
35.3,-5.60038,2.27138,-0.894188,-0.554332,0.340253,0.335513,0.324233,-5.60038,2.27138,-0.894188,-0.554332,0,0,0,0
35.4,-5.64023,2.19274,-0.761178,-0.711332,0.336753,0.334324,0.328923,-5.64023,2.19274,-0.761178,-0.711332,0,0,0,0
35.5,-5.67233,2.15011,-0.761178,-0.711332,0.333333,0.333333,0.333333,-5.67233,2.15011,-0.761178,-0.711332,0,0,0,0
35.6,-5.71354,2.08317,-0.658169,-0.922508,0.333333,0.333333,0.333333,-5.71354,2.08317,-0.658169,-0.922508,0,0,0,0
35.7,-5.75607,2.01919,-0.658169,-0.922508,0.333333,0.333333,0.333333,-5.75607,2.01919,-0.658169,-0.922508,0,0,0,0
35.8,-5.77873,1.94862,-0.658169,-0.922508,0.333333,0.333333,0.333333,-5.77873,1.94862,-0.658169,-0.922508,0,0,0,0
35.9,-5.76986,1.86747,-0.414195,-0.776674,0.333333,0.333333,0.333333,-5.76986,1.86747,-0.414195,-0.776674,0,0,0,0
36,-5.77847,1.83175,-0.414195,-0.776674,0.333333,0.333333,0.333333,-5.77847,1.83175,-0.414195,-0.776674,0,0,0,0
36.1,-5.81178,1.79882,-0.654124,-0.675628,0.333333,0.333333,0.333333,-5.81178,1.79882,-0.654124,-0.675628,0,0,0,0
36.2,-5.8756,1.75925,-0.654124,-0.675628,0.333333,0.333333,0.333333,-5.8756,1.75925,-0.654124,-0.675628,0,0,0,0
36.3,-6.00551,1.67104,-1.02721,-0.58484,0.333333,0.333333,0.333333,-6.00551,1.67104,-1.02721,-0.58484,0,0,0,0
36.4,-6.09914,1.63028,-1.02721,-0.58484,0.333333,0.333333,0.333333,-6.09914,1.63028,-1.02721,-0.58484,0,0,0,0
36.5,-6.14718,1.60849,-1.02721,-0.58484,0.333333,0.333333,0.333333,-6.14718,1.60849,-1.02721,-0.58484,0,0,0,0
36.6,-6.22833,1.574,-0.584496,-0.392918,0.336975,0.331512,0.331512,-6.22833,1.574,-0.584496,-0.392918,0,0,0,0
36.7,-6.26667,1.55351,-0.584496,-0.392918,0.339317,0.330341,0.330341,-6.26667,1.55351,-0.584496,-0.392918,0,0,0,0
36.8,-6.27417,1.55425,-0.562591,-0.470865,0.340335,0.329832,0.329832,-6.27417,1.55425,-0.562591,-0.470865,0,0,0,0
36.9,-6.28198,1.53957,-0.562591,-0.470865,0.341207,0.329396,0.329396,-6.28198,1.53957,-0.562591,-0.470865,0,0,0,0
37,-6.28545,1.50058,-0.562591,-0.470865,0.341207,0.329396,0.329396,-6.28545,1.50058,-0.562591,-0.470865,0,0,0,0
37.1,-6.29699,1.47877,-0.442374,-0.576635,0.341207,0.329396,0.329396,-6.29699,1.47877,-0.442374,-0.576635,0,0,0,0
37.2,-6.30481,1.44367,-0.442374,-0.576635,0.341207,0.329396,0.329396,-6.30481,1.44367,-0.442374,-0.576635,0,0,0,0
37.3,-6.33949,1.35505,-0.47618,-0.495654,0.341207,0.329396,0.329396,-6.33949,1.35505,-0.47618,-0.495654,0,0,0,0
37.4,-6.33755,1.3223,-0.47618,-0.495654,0.341207,0.329396,0.329396,-6.33755,1.3223,-0.47618,-0.495654,0,0,0,0
37.5,-6.32927,1.3125,-0.47618,-0.495654,0.341207,0.329396,0.329396,-6.32927,1.3125,-0.47618,-0.495654,0,0,0,0
37.6,-6.3515,1.30515,-0.339078,-0.102581,0.337474,0.331263,0.331263,-6.3515,1.30515,-0.339078,-0.102581,0,0,0,0
37.7,-6.34701,1.32015,-0.339078,-0.102581,0.335157,0.332421,0.332421,-6.34701,1.32015,-0.339078,-0.102581,0,0,0,0
37.8,-6.34559,1.36238,0.00566917,0.109462,0.336916,0.326896,0.336188,-6.34559,1.36238,0.00566917,0.109462,0,0,0,0
37.9,-6.33341,1.38306,0.00566917,0.109462,0.339048,0.320684,0.340268,-6.33341,1.38306,0.00566917,0.109462,0,0,0,0
38,-6.3081,1.40535,0.00566917,0.109462,0.342598,0.313203,0.3442,-6.3081,1.40535,0.00566917,0.109462,0,0,0,0
38.1,-6.26417,1.43158,0.167684,0.220432,0.335644,0.299909,0.364448,-6.26417,1.43158,0.167684,0.220432,0,0,0,0
38.2,-6.21812,1.46984,0.167684,0.220432,0.317858,0.288026,0.394116,-6.21812,1.46984,0.167684,0.220432,0,0,0,0
38.3,-6.18766,1.49209,0.0365545,0.302174,0.299453,0.270669,0.429878,-6.18766,1.49209,0.0365545,0.302174,0,0,0,0
38.4,-6.18316,1.50893,0.0365545,0.302174,0.275059,0.24975,0.475191,-6.18316,1.50893,0.0365545,0.302174,0,0,0,0
38.5,-6.18513,1.54281,0.0365545,0.302174,0.243152,0.223406,0.533442,-6.18513,1.54281,0.0365545,0.302174,0,0,0,0
38.6,-6.19415,1.54934,-0.248111,0.105352,0.245367,0.20987,0.544763,-6.19415,1.54934,-0.248111,0.105352,0,0,0,0
38.7,-6.26061,1.56942,-0.248111,0.105352,0.242077,0.197786,0.560137,-6.26061,1.56942,-0.248111,0.105352,0,0,0,0
38.8,-6.31149,1.55267,-0.533075,-0.0407908,0.254194,0.216948,0.528858,-6.31149,1.55267,-0.533075,-0.0407908,0,0,0,0
38.9,-6.34542,1.54634,-0.533075,-0.0407908,0.262843,0.23331,0.503847,-6.34542,1.54634,-0.533075,-0.0407908,0,0,0,0
39,-6.39681,1.53518,-0.533075,-0.0407908,0.269001,0.247586,0.483412,-6.39681,1.53518,-0.533075,-0.0407908,0,0,0,0
39.1,-6.42175,1.52853,-0.233966,-0.0239579,0.282948,0.265788,0.451264,-6.42175,1.52853,-0.233966,-0.0239579,0,0,0,0
39.2,-6.43638,1.52097,-0.233966,-0.0239579,0.300727,0.278849,0.420424,-6.43638,1.52097,-0.233966,-0.0239579,0,0,0,0
39.3,-6.41756,1.51281,0.22822,-0.168751,0.321373,0.294992,0.383636,-6.41756,1.51281,0.22822,-0.168751,0,0,0,0
39.4,-6.40247,1.49674,0.22822,-0.168751,0.340765,0.310035,0.3492,-6.40247,1.49674,0.22822,-0.168751,0,0,0,0
39.5,-6.36797,1.4812,0.22822,-0.168751,0.357447,0.324972,0.317581,-6.36797,1.4812,0.22822,-0.168751,0,0,0,0
39.6,-6.32839,1.46039,0.446744,-0.198405,0.337505,0.349604,0.31289,-6.32839,1.46039,0.446744,-0.198405,0,0,0,0
39.7,-6.24877,1.43373,0.446744,-0.198405,0.323641,0.372275,0.304084,-6.24877,1.43373,0.446744,-0.198405,0,0,0,0
39.8,-6.23061,1.41309,0.50052,-0.497392,0.323641,0.372275,0.304084,-6.23061,1.41309,0.50052,-0.497392,0,0,0,0
39.9,-6.21198,1.37147,0.50052,-0.497392,0.323641,0.372275,0.304084,-6.21198,1.37147,0.50052,-0.497392,0,0,0,0
40,-6.17573,1.34165,0.50052,-0.497392,0.323641,0.372275,0.304084,-6.17573,1.34165,0.50052,-0.497392,0,0,0,0
40.1,-6.12795,1.3202,0.62426,-0.152485,0.320406,0.382522,0.297072,-6.12795,1.3202,0.62426,-0.152485,0,0,0,0
40.2,-6.09127,1.30716,0.62426,-0.152485,0.316875,0.393119,0.290007,-6.09127,1.30716,0.62426,-0.152485,0,0,0,0
40.3,-6.07306,1.30658,0.557572,0.272462,0.306,0.390302,0.303698,-6.07306,1.30658,0.557572,0.272462,0,0,0,0
40.4,-6.06396,1.31373,0.557572,0.272462,0.297691,0.38609,0.316219,-6.06396,1.31373,0.557572,0.272462,0,0,0,0
40.5,-6.03905,1.37213,0.669589,0.488335,0.299675,0.376506,0.32382,-6.03905,1.37213,0.669589,0.488335,0,0,0,0
40.6,-6.02261,1.40676,0.669589,0.488335,0.307019,0.363332,0.329649,-6.02261,1.40676,0.669589,0.488335,0,0,0,0
40.7,-5.97484,1.45885,0.669589,0.488335,0.313697,0.351025,0.335278,-5.97484,1.45885,0.669589,0.488335,0,0,0,0
40.7999,-5.93144,1.48485,0.56474,0.236652,0.306475,0.354289,0.339236,-5.93144,1.48485,0.56474,0.236652,0,0,0,0
40.8999,-5.88482,1.51115,0.56474,0.236652,0.299175,0.357529,0.343296,-5.88482,1.51115,0.56474,0.236652,0,0,0,0
