0.1,1,0.5
0
0.1
0.2
0.3
0.4
0.5
0.6
0.7
0.8
0.9
1
1.1
1.2
1.3
1.4
1.5
1.6
1.7
1.8
1.9
2,-7.07642,1.46616,0,0,0.350092,0.355587,0.294322
2.1,-7.07836,1.46669,0.00620651,0.00784216,0.356431,0.359338,0.28423
2.2,-7.07452,1.4654,0.00372578,0.0152155,0.360041,0.359435,0.280524
2.3,-7.06989,1.46537,-0.00940177,0.0193612,0.361661,0.359106,0.279233
2.4,-7.07329,1.46751,-0.0102431,0.024078,0.362295,0.358627,0.279078
2.5,-7.079,1.4639,0.00192365,0.0492014,0.361394,0.356987,0.281619
2.6,-7.08176,1.46419,0.0102846,0.0603391,0.360144,0.355293,0.284562
2.7,-7.07692,1.47341,0.0149798,0.0549147,0.359256,0.35428,0.286465
2.8,-7.07822,1.47776,0.0163628,0.0562706,0.358412,0.353456,0.288132
2.9,-7.07864,1.48586,0.0171092,0.0252067,0.358732,0.353863,0.287405
3,-7.07564,1.49051,0.0143474,0.00664502,0.359528,0.354796,0.285677
3.1,-7.0746,1.49446,0.00918335,-0.0216017,0.359652,0.355404,0.284944
3.2,-7.0744,1.49442,0.103033,-0.054133,0.358515,0.35474,0.286745
3.3,-7.07228,1.4939,0.0783336,-0.0541788,0.357765,0.354388,0.287847
3.4,-7.06642,1.48329,0.352578,-0.0319162,0.35943,0.356974,0.283595
3.5,-7.05577,1.48247,0.458953,-0.0154411,0.359127,0.35733,0.283543
3.6,-7.00683,1.48469,0.583607,0.013166,0.35933,0.357346,0.283324
3.7,-6.96978,1.48656,0.594098,0.0288519,0.359142,0.35704,0.283817
3.8,-6.89604,1.48937,0.540851,0.0496556,0.358552,0.356373,0.285075
3.9,-6.85968,1.49153,0.495167,0.0504726,0.357952,0.355718,0.286331
4,-6.78941,1.49477,0.387341,0.0458427,0.358198,0.35579,0.286013
4.1,-6.741,1.50155,0.309116,0.0629239,0.36018,0.357908,0.281912
4.2,-6.72257,1.50268,0.289395,0.0512873,0.359413,0.357249,0.283339
4.3,-6.68677,1.51228,0.169899,0.0248322,0.358872,0.356852,0.284276
4.4,-6.66029,1.51866,0.170354,-0.0352755,0.358452,0.356415,0.285133
4.5,-6.65444,1.51956,0.154527,-0.0495012,0.358055,0.355998,0.285947
4.6,-6.64267,1.51815,0.245684,-0.0642497,0.357694,0.355617,0.286689
4.7,-6.61577,1.50732,0.344786,-0.0597061,0.357388,0.355337,0.287276
4.8,-6.5814,1.49935,0.495965,-0.0257157,0.357227,0.35525,0.287523
4.9,-6.55288,1.4917,0.5407,0.00858448,0.357208,0.355178,0.287614
5,-6.48478,1.49161,0.531319,0.0438253,0.346859,0.342057,0.311084
5.1,-6.42197,1.49287,0.452544,0.0709996,0.364478,0.348049,0.287473
5.2,-6.392,1.49966,0.421412,0.0641242,0.335509,0.335302,0.32919
5.3,-6.34035,1.50591,0.296658,0.0670811,0.362016,0.38694,0.251044
5.4,-6.32379,1.51265,0.177078,0.0513087,0.320669,0.33195,0.347381
5.5,-6.29128,1.52084,0.0563432,0.0145288,0.328165,0.36365,0.308186
5.6,-6.28759,1.52601,0.0191054,-0.00803378,0.328924,0.367754,0.303322
5.7,-6.27942,1.52392,-0.0127017,-0.0389436,0.345017,0.351233,0.30375
5.8,-6.28066,1.51926,-0.0360131,-0.0453845,0.35431,0.345455,0.300235
5.9,-6.28527,1.51637,-0.0350565,-0.0420842,0.357274,0.344475,0.298251
6,-6.28945,1.50883,-0.0262151,-0.0213616,0.356154,0.349378,0.294468
6.1,-6.29398,1.51012,-0.0153992,-0.0135165,0.350717,0.354206,0.295076
6.2,-6.2981,1.51093,0.00906019,-0.00464082,0.344649,0.359853,0.295498
6.3,-6.30385,1.50821,0.0342232,0.00925511,0.343677,0.358097,0.298226
6.4,-6.30014,1.5086,0.0647811,0.0154758,0.340347,0.356668,0.302985
6.5,-6.30105,1.50956,0.142657,0.021292,0.328339,0.349347,0.322314
6.6,-6.28841,1.51306,0.309815,0.0255482,0.329828,0.440224,0.229948
6.7,-6.27214,1.51593,0.389876,0.0263522,0.308875,0.382297,0.308828
6.8,-6.22207,1.52505,0.537234,0.0110305,0.311661,0.371374,0.316965
6.9,-6.15474,1.5237,0.563558,-0.00145896,0.308328,0.377893,0.313779
7,-6.12203,1.52203,0.512146,-0.000523075,0.309453,0.37847,0.312078
7.1,-6.0578,1.51589,0.437784,0.0167222,0.319886,0.363643,0.316471
7.2,-6.02874,1.51674,0.405417,0.0263827,0.31852,0.366445,0.315035
7.3,-5.97619,1.52094,0.328013,0.0321596,0.272428,0.452059,0.275513
7.4,-5.95663,1.52026,0.29467,0.034871,0.239898,0.51412,0.245981
